"['机械设备', '机械整机']",农业机械,拖拉机,泰山拖拉机 潍泰拖拉机904 拖拉机厂家 拖拉机价格 拖拉机维修, 8.8万/台,https://www.hc360.com/k2/M03/B2/41/wKhQxF3OFi-EakS0AAAAAOL9wMA047.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,割草机,出售侧挂式割草机 小型割草机 背负式割草机 汽油型割草机, 700 /部,https://www.hc360.com/k2/M05/86/C1/E297444B724E93CFB2A567F703D1D0D65D.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,碾米机,玉米碾米机 新款碾米机 碾米机图片_碾米机, 1300 /台,https://www.hc360.com/k3/M0D/30/8E/Tpd2459B36C287B9d39F21C4C9CdFFF93E.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,旋耕机,旋耕机厂家 旋耕机功能  农业旋耕机, 3200.0 /台,https://www.hc360.com/m8/M04/29/E5/wKhQpmC-z3CEa50vAAAAALkK2l4474.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,打捆机,牧草打捆机青草打捆机方捆打捆机, 4.98万/台,https://www.hc360.com/k1/M0A/42/20/1ke63B28D4CC54792C78A42A2D97C69544.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,饲料粉碎机,秸秆饲料粉碎机牧草饲料粉碎机农作物饲料粉碎机水产饲料粉碎机养殖饲料粉碎机, 2.58万/台,https://www.hc360.com/k3/M04/45/75/wKhQv1m3mY6EecwKAAAAAJW3MyQ082.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,压块机,牧草压块机  燃料压块机  压块机厂家, 8.6万/台,https://www.hc360.com/k1/M04/20/37/wKhQw2B9MsWEUKx1AAAAABV78r0324.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,挖坑机,挖坑机  高效率挖坑机   植树挖坑机   直销挖坑机, 3000 /台,https://www.hc360.com/k3/M0D/9A/09/wKhQx1grwtiEL59sAAAAALkrq7k226.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,铡草机,"新型铡草机,小型铡草机,家用铡草机,铡草机价格", 1500 /台,https://www.hc360.com/k2/M06/EE/FC/IK445C8EE7AA056E7ED71EA029F0696525.jpg..220x220a.jpg
"['机械设备', '机械整机']",包装印刷机械,贴标机,跋涉智能 快递贴标机 自动标签机 包裹面单机 包裹贴标机 纸箱贴标机 自动贴标机 快递贴标机 电商贴标机    贴标机, 1.5万/台,https://www.hc360.com/m7/M05/F5/8F/vvN39a7d0049126FE7B8Ed7E59566EFC835.jpg..220x220a.jpg
"['机械设备', '机械整机']",包装印刷机械,清洗机,清洗机厂家清洗机价格清洗机质量清洗机销售清洗机厂家清洗机价格清洗机质量清洗机销售, 3000.0 /台,https://www.hc360.com/k2/M04/FF/01/b64e3bcf00f6d1A8c7A3fd15A984b10A9d.jpg..220x220a.jpg
"['机械设备', '机械整机']",包装印刷机械,捆扎机,全自动钢筋捆扎机 钢筋捆扎机 捆扎机    钢筋捆扎机,0,https://www.hc360.com/m7/M06/DB/06/wKhQpFYfWtWEFtOvAAAAAMI8a_g276.jpg..220x220a.jpg
"['机械设备', '机械整机']",包装印刷机械,印刷机,少林机械齐全 冥币印刷机 印刷机械  新型冥币印刷机    冥币印刷机 冥币印刷机   , 3.6万/台,https://www.hc360.com/k3/M07/9E/93/wKhQx1qbp3GEZQqFAAAAADxorTY984.jpg..220x220a.jpg
"['机械设备', '机械整机']",包装印刷机械,热转印机,欧锐尔 热转印机 山东热转印机 青岛热转印机 日照热转印机 烟台热转印机 威海热转印机 质量杠杠的 我的产品发往全国, 1.2万/台,https://www.hc360.com/m6/M0E/B5/B4/wKhQolUZJACEYRWTAAAAAFS-cvc554.jpg..220x220a.jpg
"['机械设备', '机械整机']",包装印刷机械,贴合机,无缝服装贴合机、箱包贴合机 服装面料贴合机厂 服装用布料贴合机, 1.25万/台,https://www.hc360.com/k1/M06/65/B8/bh8211d2149b3dee37dbd219813450b32eF.jpg..220x220a.jpg
"['机械设备', '机械整机']",包装印刷机械,充填机,手动胶囊充填机/手工胶囊填充机 半自动胶囊灌装机/充填机, 3.65万/台,https://www.hc360.com/k1/M01/D6/3E/EyAcf526d4405fdBf5A961EE8d13EA20fE8.jpg..220x220a.jpg
"['机械设备', '机械整机']",包装印刷机械,胶印机,六色曲面胶印机价格 JYQ/BW-300型六色曲面胶印机, 10000.0 /套,https://www.hc360.com/m8/M0E/1A/9C/wKhQpmA9-m2EP1efAAAAAN_uQo0796.jpg..220x220a.jpg
"['机械设备', '机械整机']",机床,数控车床,一鼎数控  斜轨数控车床  数控车床  专用数控车床, 7500 /台,https://www.hc360.com/m7/M06/FD/C8/e7cefd0490dc832493fc1cBc15551Ad1c4.png..220x220a.png
"['机械设备', '机械整机']",机床,车床,供应精星C6车床 小型数显车床 台式车床 车床 小型车床, 7500 /台,https://www.hc360.com/k3/M0C/05/2C/wKhQv1itU5SEFIUEAAAAABQcRz4365.jpg..220x220a.jpg
"['机械设备', '机械整机']",机床,数控折弯机,45转线机 带转线电脑弹簧机 数控折弯机 电脑八爪机 弹簧机 弹簧机械 转线弹簧机 45机 卫浴挂件成型机 挂钩弹簧机, 26.8万/台,https://www.hc360.com/k3/M09/9B/9F/wKhQx1qUz3yEZmqJAAAAACRGr9g688.jpg..220x220a.jpg
"['机械设备', '机械整机']",机床,平面磨床,华东数控M71系列磨头移动平面磨床  平面磨床生产厂家 卧轴距台平面磨床  平面磨床价格  平面磨床厂家, 3.0万/定金,https://www.hc360.com/m6/M04/1B/68/wKhQomFBZ9eEcVouAAAAACcBxb8239.png..220x220a.png
"['机械设备', '机械整机']",机床,铣床,"仿形铣床,异型铣床，靠边铣床，多边铣床，圆边铣床、木工铣床", 4600 /台,https://www.hc360.com/k2/M0B/66/D1/wKhQxVj9Y_OEKUoiAAAAAKvGwb0222.jpg..220x220a.jpg
"['机械设备', '机械整机']",机床,磨床,供应磨床 大同磨床 台湾磨床, 7.3万/台,https://www.hc360.com/k1/M0E/19/6A/wKhQw1hLu2SEYQ_2AAAAAJf6qhg738.JPG..220x220a.JPG
"['机械设备', '机械整机']",机床,钻床,ZQ4113台钻 小型钻床 钻床现货 台式钻床 广东钻床攻丝两用, 1100 /台,https://www.hc360.com/k3/M00/2A/33/wKhQv1gyhnyETss1AAAAAHJ53r8438.jpg..220x220a.jpg
"['机械设备', '机械整机']",机床,镗床,科明机械镗床 数控切割  镗床价格 镗床厂家  镗床价格 欢迎致电, 100 /件,https://www.hc360.com/k3/M00/91/57/na284FDF268BD475A25F9CF67B3A994BE4.jpg..220x220a.jpg
"['机械设备', '机械整机']",机床,锯床,山东锯床，烟台锯床，锯床价格，锯床型号, 1.15万/台,https://www.hc360.com/k1/M0D/64/1B/wKhQwFzvIHuEFWNDAAAAAL2U18c309.jpg..220x220a.jpg
"['机械设备', '机械整机']",输送设备,输送机,树德DT75带式输送机 螺旋输送机辊筒输送机移动升降式皮带输送机, 1800 /台,https://www.hc360.com/k2/M03/FA/0F/dwte8648FCF4CeD70318DD371eAB44D738D.jpg..220x220a.jpg
"['机械设备', '机械整机']",输送设备,提升机,祥云斗式提升机 NE斗式提升机 提料机 物料提升机 垂直提升机  提升机NE斗式提升机, 8999.0 /台,https://www.hc360.com/m8/M00/19/F3/wfa5d40a042e2f735af03e18f4Bdd092f7.png..220x220a.png
"['机械设备', '机械整机']",输送设备,卸料器,卸料器  不锈钢卸料器 卸料器厂家 防爆卸料器 高温卸料器, 1350.0 /台,https://www.hc360.com/k1/M04/14/55/XcT65009a8f2ec99acf24ccf2c750e73e9D.jpg..220x220a.jpg
"['机械设备', '机械整机']",输送设备,排屑机,江苏机床排屑机厂家  排屑机制作  江苏排屑机施工 排屑机设计 排屑机安装电话 排屑机安装售后, 4000.0 /台,https://www.hc360.com/k3/M07/F7/C2/EnK9FD2A353A9921A04DCB0A1B426CF325B.jpg..220x220a.jpg
"['机械设备', '机械整机']",输送设备,输送线,仓库输送线、拣选输送线、分拣输送线、入库输送线带、出库输送带、库前输送线, 888.0 /个,https://www.hc360.com/m7/M03/77/A7/wKhQo1Wt2teEUaElAAAAALRBYHs133.jpg..220x220a.jpg
"['机械设备', '机械整机']",输送设备,压缩机,日立SG133BG3U/SGS550G3W 日立转子式压缩机, 1000 /台,https://www.hc360.com/m6/M0B/15/78/Cqkd187971e737eeC15F49d2009dd8B4e7C.jpg..220x220a.jpg
"['机械设备', '机械整机']",输送设备,给煤机,给煤机 给煤机结构特点 给煤机参数 给煤机直销, 2.5万/部,https://www.hc360.com/k3/M02/06/3F/wKhQv2BifrCEM4a7AAAAAOwQ968847.jpg..220x220a.jpg
"['五金工具', '五金配件']",五金配件,预埋件,河北预埋件厂家 预埋件价格 预埋件规格 保定预埋件 衡水预埋件, 3800 /吨,https://www.hc360.com/k3/M0B/46/DF/SLL5C45E57E71B544F19C4BD3C4725A8036.jpg..220x220a.jpg
"['五金工具', '五金配件']",五金配件,托辊,DTII型不锈钢槽型托辊 锥形托辊 橡胶托辊河北树德矿山设备欢迎客户咨询订购, 20 /个,https://www.hc360.com/k2/M00/2B/AD/wKhQxWEslZCETlkNAAAAAKH06dk366.jpg..220x220a.jpg
"['五金工具', '五金配件']",五金配件,管夹,采购管夹 双孔管夹 固定管夹 管夹价格, 15 /个,https://www.hc360.com/k1/M01/D5/35/9BaaF64C64994ECE99E39CF3CaF093254D.jpg..220x220a.jpg
"['五金工具', '五金配件']",五金配件,滑轮,【吉达】电缆井口滑轮 井口滑轮 井口滑轮轮报价  电缆滑轮 放线滑轮厂家 ，转向滑轮, 180.0 /个,https://www.hc360.com/k3/M05/12/28/Xda04853f1bdaab33b77E799589E9b34b0.jpg..220x220a.jpg
"['五金工具', '五金配件']",五金配件,冲压件,"五金冲压件,式冲压件,下走式冲压件,式五金冲压件,走式冲压件,", 2.9万/台,https://www.hc360.com/m4/M07/48/F5/wKhQ6VUA-p-EXaKwAAAAAEcGbZA563.jpg..220x220a.jpg
"['五金工具', '五金配件']",五金配件,起重链条,起重链条  起重链条厂家  圆环起重链条价格  圆环起重链条, 2000 /辆,https://www.hc360.com/k1/M0F/15/BB/G6f8a8a8bfa19c7a97a923b402cb4cD352.jpg..220x220a.jpg
"['五金工具', '五金配件']",五金配件,接头,若松 多款供选不锈钢变径接头价格|若松供|不锈钢变径接头价格低 气动接头 快速接头 液压接头,0,https://www.hc360.com/k3/M00/E6/D3/wKhQv1lQSF2EPwmMAAAAADpJsMk944.jpg..220x220a.jpg
"['五金工具', '五金配件']",五金配件,抱箍,多种抱箍 中式抱箍 德式抱箍 石雕抱箍 水泥杆抱箍 电话议价, 4500.0 /座,https://www.hc360.com/k1/M07/B7/A4/B661E8E7655156BE7C326C2AC850260F5C.jpg..220x220a.jpg
"['五金工具', '五金配件']",阀门,球阀,供应球阀  pp球阀 pvc球阀 塑料球阀 活接球阀 法兰式球阀 整体球阀 ABS球阀 湖南球阀 长沙球阀, 20 /个,https://www.hc360.com/m8/M06/CB/7D/wKhQpVc7Gy-EW-bUAAAAAO7zJn8448.jpg..220x220a.jpg
"['五金工具', '五金配件']",阀门,蝶阀,电动蝶阀 蝶阀 供应蝶阀 供应蝶阀, 88 /件,https://www.hc360.com/k2/M08/B6/A3/wKhQxV4DEqaESW65AAAAADKAFfk641.jpg..220x220a.jpg
"['五金工具', '五金配件']",阀门,调节阀,济南  恒春标准 调节阀  搏力谋调节阀   侧向调节阀  调节阀厂家, 2300.0 /套,https://www.hc360.com/k1/M0D/E6/FE/mq1217181273393B2A461FD8ED42E0766D.jpg..220x220a.jpg
"['五金工具', '五金配件']",阀门,闸阀,沟槽闸阀_闸阀_海世闸阀_国标闸阀, 88 /件,https://www.hc360.com/k3/M09/9C/3C/wKhQv13jgzqEVM56AAAAAMsSgiA108.jpg..220x220a.jpg
"['五金工具', '五金配件']",阀门,截止阀,凯林塑业截止阀 PP截止阀 PPH截止阀 PVDF截止阀 FRPP截止阀, 100 /个,https://www.hc360.com/k3/M0B/35/B5/wKhQx2IQOleEdsZHAAAAALO9QCk806.png..220x220a.png
"['五金工具', '五金配件']",阀门,安全阀,兴霖       液压阀系列  安全阀   安全阀厂家 安全阀批发  安全阀价格, 320.0 /个,https://www.hc360.com/k3/M08/EB/70/wKhQv1kRMLiEOnfeAAAAAFXJLQY006.jpg..220x220a.jpg
"['五金工具', '五金配件']",阀门,液压阀,三洋 液压阀定做 液压阀配件 机械液压阀 液压阀厂家, 100.0 /个,https://www.hc360.com/k1/M07/90/84/wKhQwF2j6t6EGneZAAAAACVVBN4981.jpg..220x220a.jpg
"['五金工具', '五金配件']",阀门,单向阀,高压单向阀 液压单向阀 气体单向阀 止回阀 厂家 现货供应, 29.75 /件,https://www.hc360.com/k2/M07/FB/D9/vjn0ab78043C5DbC923Fa61a4800ab2035C.jpg..220x220a.jpg
"['五金工具', '五金配件']",轴承,深沟球轴承,"深沟球轴承,深沟球轴承厂家,深沟球轴承价格,深沟球轴承供应商", 80.0 /个,https://www.hc360.com/k1/M07/1E/44/wKhQwFh_La6EAd__AAAAAPKt9TY089.jpg..220x220a.jpg
"['五金工具', '五金配件']",轴承,调心滚子轴承,亿煤 轴承 滚子轴承 调心滚子轴承 推力调心滚子轴承特征, 2580 /个,https://www.hc360.com/k2/M02/16/0D/4FC3b82e5ddd7f4dCbCAfe26bA1ed34984A.jpg..220x220a.jpg
"['五金工具', '五金配件']",轴承,推力球轴承,"润煤6208 推力球轴承,推力球轴承厂家,推力球轴承价", 1800 /副,https://www.hc360.com/k3/M01/56/46/wKhQv1iDKNOENCFtAAAAALZDhME507.jpg..220x220a.jpg
"['五金工具', '五金配件']",轴承,关节轴承,"鑫煤关节轴承,关节轴承厂家,关节轴承价格,关节轴承供应商,关节轴承", 100.0 /个,https://www.hc360.com/k2/M0F/30/FE/wKhQxFh_BjWEbv2WAAAAAOoEUUQ442.jpg..220x220a.jpg
"['五金工具', '五金配件']",轴承,直线轴承,国产LM6UU 镀镍直线轴承KBS直线轴承直线轴承蓬莱价格优惠, 10 /套,https://www.hc360.com/k3/M0F/A2/32/wKhQx12xe8GEI34zAAAAANGXBsA606.jpg..220x220a.jpg
"['五金工具', '五金配件']",轴承,推力滚子轴承,NSK推力滚子轴承 进口推力滚子轴承NSK推力滚子轴承 NSK推力滚子轴承进口推力滚子轴承, 320 /套,https://www.hc360.com/k1/M00/89/D0/W8ff2242447859A519A5E82E356259BEEA.jpg..220x220a.jpg
"['五金工具', '五金配件']",轴承,特种轴承,ROLLWAY特种轴承、非标轴承, 4722 /件,https://www.hc360.com/k3/M0B/D0/A9/4p3482BE5A9804B0C254FD4B0D66F6C8A8.jpg..220x220a.jpg
"['五金工具', '五金配件']",轴承,滑动轴承,GGB滑动轴承2025DU, 1005 /件,https://www.hc360.com/k2/M00/7C/E5/wKhQxV0ITP-EN_w0AAAAANNhLKw789.jpg..220x220a.jpg
"['五金工具', '五金配件']",紧固件/连接件,螺栓,【贝栓】螺栓 螺栓厂家 螺栓批发 螺栓价格  南京螺栓, 0.1 /个,https://www.hc360.com/m1/M00/9A/D2/wKhQcFRRpF-EU-xrAAAAAE5OWLU786.jpg..220x220a.jpg
"['五金工具', '五金配件']",紧固件/连接件,螺母,"螺母,螺母   ,螺母现货供应,螺母供应商,螺母", 55 /个,https://www.hc360.com/k1/M0F/9F/AF/Gg20dc923AAF606A40F8c3c88F54cA6006.jpg..220x220a.jpg
"['五金工具', '五金配件']",紧固件/连接件,螺丝,防盗螺丝 粤螺特殊螺丝 台阶螺丝 深圳内牙螺丝, 0.25 /个,https://www.hc360.com/m8/M00/0B/41/wKhQpl_bIMqEF1ffAAAAAHis5mI576.jpg..220x220a.jpg
"['五金工具', '五金配件']",紧固件/连接件,挡圈,青岛挡圈、弹性挡圈、挡圈, 21 /件,https://www.hc360.com/k1/M0B/6E/CC/wKhQw1nwwHqERJK2AAAAAFjeOho492.jpg..220x220a.jpg
"['五金工具', '五金配件']",紧固件/连接件,角件,华电角件定做角件钢制角件设备集装箱角件, 580 /件,https://www.hc360.com/m7/M00/23/88/wKhQpGI5HrOEbZ_LAAAAAIkjYEM662.jpg..220x220a.jpg
"['五金工具', '五金配件']",紧固件/连接件,栓钉,泓顺迪栓钉 焊钉剪力钉 圆柱头焊钉  钢结构楼承板抗剪栓钉, 3.0 /个,https://www.hc360.com/k1/M00/25/67/wKhQwGI4IPGELsUPAAAAAMMU7-4305.jpg..220x220a.jpg
"['五金工具', '五金配件']",紧固件/连接件,铆钉,鸿河机械φ16  φ20桥梁铆钉，铆钉价格，铆钉规格表，铆钉批发，环槽铆钉，哈克钉，机械用铆钉, 5.8 /套,https://www.hc360.com/m8/M0F/67/4F/wKhQplVusguEBg2iAAAAAAEAcqo576.jpg..220x220a.jpg
"['五金工具', '五金配件']",紧固件/连接件,卡簧,长虹弹簧 磁极卡簧 卡簧原理卡簧质量可靠, 2 /个,https://www.hc360.com/k1/M03/0B/9F/b6l4eed0d45b563556d7325e8F1253b2deA.jpg..220x220a.jpg
"['五金工具', '五金配件']",刀具/夹具,钻头,台湾台神钻头，MMC钻头，TAISHIN钻头，神钢钻头, 5 /支,https://www.hc360.com/k2/M0E/E6/38/wKhQxFlB97mED4gRAAAAAIsIk2I223.jpg..220x220a.jpg
"['五金工具', '五金配件']",刀具/夹具,开孔器,鑫隆XL-900 液压开孔器 液压分离式开孔器 手动凹凸模具开孔器 钢板开孔器, 60 /个,https://www.hc360.com/m7/M0D/5F/8B/wKhQo2G4JH6EcFlHAAAAACYVikA584.jpg..220x220a.jpg
"['五金工具', '五金配件']",刀具/夹具,拉刀,精密拉刀     ***拉刀      组合拉刀, 20 /个,https://www.hc360.com/k1/M0C/B3/C3/wKhQwFrENrOEKWFlAAAAABlYRKo372.jpg..220x220a.jpg
"['五金工具', '五金配件']",刀具/夹具,机用刀片,机用刀片 冶金机械机用刀片 切草机刀片 融旺机械, 450.0 /片,https://www.hc360.com/k2/M05/BB/09/5kw418CF4C6F98819883DAF478ADD7C7D7C.jpg..220x220a.jpg
"['五金工具', '五金配件']",刀具/夹具,夹头,供应气保护夹头 拉弧夹头 拉弧焊钉夹头 DA夹头 短周期拉弧夹头 ISO13918气保护拉弧钉夹头,0,https://www.hc360.com/k2/M01/08/66/wKhQxV_fUduEZv7wAAAAAGNHCzI659.jpg..220x220a.jpg
"['五金工具', '五金配件']",刀具/夹具,车刀,"车刀,车刀片,成型车刀",0,https://www.hc360.com/05/busin/157/620/l/l_05-157620935.jpg..220x220a.jpg
"['五金工具', '五金配件']",刀具/夹具,冲头,精密冲头  高速钢冲头, 45 /支,https://www.hc360.com/k2/M02/8C/EC/ga5a7bcd949b4dee8545d83c1b39521949.jpg..220x220a.jpg
"['建材家装', '陶瓷卫浴']",地板,防静电地板,【星鸿 防静电地板  】陶瓷防静电地板，防静电地板 ，瓷砖防静电地板 ，防静电地板 ，防静电地板, 70 /平方米,https://www.hc360.com/m7/M00/ED/A6/esb1b47e5077bCFbC7D49867D4167F7340.jpg..220x220a.jpg
"['建材家装', '陶瓷卫浴']",地板,实木地板,实木地板_实木地板价格_实木地板批发_实木地板厂家 _北京中体奥森, 390.0 /平方米,https://www.hc360.com/k3/M02/C8/C2/aFL8adF56F7CB666C620223F6a4549a2EE0.jpg..220x220a.jpg
"['建材家装', '陶瓷卫浴']",地板,复合地板,舒畅  河南复合地板 强化复合地板批发 多层实木复合地板, 33 /平方,https://www.hc360.com/k3/M08/EF/D5/OWF1da2f442a37527B2B7543BC950dE114E.jpg..220x220a.jpg
"['机械设备', '机械整机']",机械整机,空压机,格素 BAE-75FC 空压机 螺杆空压机 双级变频空压机 欢迎咨询, 10000 /台,https://www.hc360.com/k3/M06/1B/89/O6L2459FD582250F213C24679F273BC9D8E.jpg..220x220a.jpg
"['机械设备', '机械整机']",机械整机,离心机,GKF卧式刮刀下卸料离心机, 44.6675万/台,https://www.hc360.com/k1/M00/2D/55/wKhQwGKxJ-OEPZlXAAAAAKsQDN0836.jpg..220x220a.jpg
"['机械设备', '机械整机']",机械整机,封口机,封口机 连续封口机 自动封口机 自动印字封口机, 1200 /台,https://www.hc360.com/m6/M02/66/46/wKhQolY8feWEP6q_AAAAACZmux4966.jpg..220x220a.jpg
"['机械设备', '机械整机']",机械整机,注塑机,注塑机/微型注塑机/小型注塑机/电动注塑机  小型注塑机, 25.0万/台,https://www.hc360.com/k2/M0F/7A/41/IB6fB34f8E17B28470449B68Cf5A63B250.jpg..220x220a.jpg
"['机械设备', '机械整机']",机械整机,研磨机,：沥青胶体研磨机  研磨机 小型研磨机 精密研磨机, 5800.0 /台,https://www.hc360.com/k3/M08/D8/22/69C46775c5eeAB487B0289F816Bc9170BAB.jpg..220x220a.jpg
"['机械设备', '机械整机']",机械整机,杀菌机,中药杜仲干燥杀菌机 当归干燥杀菌机 微波杀菌机, 12.0万/台,https://www.hc360.com/k1/M00/B9/CF/wKhQw14AahuEPi15AAAAAGw8FwE650.jpg..220x220a.jpg
"['机械设备', '机械整机']",机械整机,球磨机,中州球磨机   供应水泥球磨机   高效型球磨机   小型球磨机  球磨机厂家, 3.5万/台,https://www.hc360.com/k3/M0C/17/0E/wKhQv1jYiAWEWffNAAAAACJKgEU269.jpg..220x220a.jpg
"['机械设备', '机械整机']",机械整机,液压升降平台,「直顶液压升降平台」液压升降平台价格_液压升降平台厂家招商代理, 3.0万/台,https://www.hc360.com/k3/M07/90/9D/BPb9f2c95c99ee0669A54B3741D0c42A29e.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,拖拉机,泰山拖拉机 潍泰拖拉机904 拖拉机厂家 拖拉机价格 拖拉机维修, 8.8万/台,https://www.hc360.com/k2/M03/B2/41/wKhQxF3OFi-EakS0AAAAAOL9wMA047.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,割草机,出售侧挂式割草机 小型割草机 背负式割草机 汽油型割草机, 700 /部,https://www.hc360.com/k2/M05/86/C1/E297444B724E93CFB2A567F703D1D0D65D.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,碾米机,玉米碾米机 新款碾米机 碾米机图片_碾米机, 1300 /台,https://www.hc360.com/k3/M0D/30/8E/Tpd2459B36C287B9d39F21C4C9CdFFF93E.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,旋耕机,旋耕机厂家 旋耕机功能  农业旋耕机, 3200.0 /台,https://www.hc360.com/m8/M04/29/E5/wKhQpmC-z3CEa50vAAAAALkK2l4474.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,打捆机,牧草打捆机青草打捆机方捆打捆机, 4.98万/台,https://www.hc360.com/k1/M0A/42/20/1ke63B28D4CC54792C78A42A2D97C69544.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,饲料粉碎机,秸秆饲料粉碎机牧草饲料粉碎机农作物饲料粉碎机水产饲料粉碎机养殖饲料粉碎机, 2.58万/台,https://www.hc360.com/k3/M04/45/75/wKhQv1m3mY6EecwKAAAAAJW3MyQ082.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,压块机,牧草压块机  燃料压块机  压块机厂家, 8.6万/台,https://www.hc360.com/k1/M04/20/37/wKhQw2B9MsWEUKx1AAAAABV78r0324.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,挖坑机,挖坑机  高效率挖坑机   植树挖坑机   直销挖坑机, 3000 /台,https://www.hc360.com/k3/M0D/9A/09/wKhQx1grwtiEL59sAAAAALkrq7k226.jpg..220x220a.jpg
"['机械设备', '机械整机']",农业机械,铡草机,"新型铡草机,小型铡草机,家用铡草机,铡草机价格", 1500 /台,https://www.hc360.com/k2/M06/EE/FC/IK445C8EE7AA056E7ED71EA029F0696525.jpg..220x220a.jpg
"['机械设备', '机械整机']",包装印刷机械,贴标机,跋涉智能 快递贴标机 自动标签机 包裹面单机 包裹贴标机 纸箱贴标机 自动贴标机 快递贴标机 电商贴标机    贴标机, 1.5万/台,https://www.hc360.com/m7/M05/F5/8F/vvN39a7d0049126FE7B8Ed7E59566EFC835.jpg..220x220a.jpg
"['机械设备', '机械整机']",包装印刷机械,清洗机,清洗机厂家清洗机价格清洗机质量清洗机销售清洗机厂家清洗机价格清洗机质量清洗机销售, 3000.0 /台,https://www.hc360.com/k2/M04/FF/01/b64e3bcf00f6d1A8c7A3fd15A984b10A9d.jpg..220x220a.jpg
"['机械设备', '机械整机']",包装印刷机械,捆扎机,全自动钢筋捆扎机 钢筋捆扎机 捆扎机    钢筋捆扎机,0,https://www.hc360.com/m7/M06/DB/06/wKhQpFYfWtWEFtOvAAAAAMI8a_g276.jpg..220x220a.jpg
"['机械设备', '机械整机']",包装印刷机械,印刷机,少林机械齐全 冥币印刷机 印刷机械  新型冥币印刷机    冥币印刷机 冥币印刷机   , 3.6万/台,https://www.hc360.com/k3/M07/9E/93/wKhQx1qbp3GEZQqFAAAAADxorTY984.jpg..220x220a.jpg
"['机械设备', '机械整机']",包装印刷机械,热转印机,欧锐尔 热转印机 山东热转印机 青岛热转印机 日照热转印机 烟台热转印机 威海热转印机 质量杠杠的 我的产品发往全国, 1.2万/台,https://www.hc360.com/m6/M0E/B5/B4/wKhQolUZJACEYRWTAAAAAFS-cvc554.jpg..220x220a.jpg
"['机械设备', '机械整机']",包装印刷机械,贴合机,无缝服装贴合机、箱包贴合机 服装面料贴合机厂 服装用布料贴合机, 1.25万/台,https://www.hc360.com/k1/M06/65/B8/bh8211d2149b3dee37dbd219813450b32eF.jpg..220x220a.jpg
